,Year,Time from Start to Finish (seconds),Q1,Q2,Q2_OTHER_TEXT,Q9_Part_1,Q9_Part_2,Q9_Part_3,Q9_Part_4,Q9_Part_5,Q9_Part_6,Q9_Part_7,Q9_Part_8,Q9_OTHER_TEXT,Q10,Q11
16290,2019,130,50-54,Male,-1,,,,,,,,,-1,,
16291,2019,101,25-29,Male,-1,,,,,,,,,-1,,
16292,2019,400,22-24,Male,-1,,,,,,,,,-1,,
16293,2019,276,22-24,Male,-1,,,,,,,,,-1,,
16294,2019,195,40-44,Male,-1,,,,,,,,,-1,,
16295,2019,260,40-44,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"125,000-149,999","$1000-$9,999"
16296,2019,139,18-21,Male,-1,,,,,,,,,-1,,
16297,2019,278,18-21,Female,-1,,,,,,,,,-1,,
16298,2019,4534,25-29,Male,-1,,,,,,,,,-1,,
16299,2019,571,22-24,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"7,500-9,999",$100-$999
16300,2019,187,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"5,000-7,499","$1000-$9,999"
16301,2019,229,55-59,Prefer not to say,-1,,,,,,,,,-1,$0-999,
16302,2019,382,55-59,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"90,000-99,999",$0 (USD)
16303,2019,126,35-39,Male,-1,,,,,,,,,-1,,
16304,2019,96,25-29,Male,-1,,,,,,,,,-1,,
16305,2019,1913,22-24,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"2,000-2,999",$1-$99
16306,2019,341,18-21,Female,-1,,,,,,,,,-1,,
16307,2019,555,35-39,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"70,000-79,999",$100-$999
16308,2019,374,30-34,Male,-1,,,,,,,,,-1,"200,000-249,999","$1000-$9,999"
16309,2019,156,35-39,Male,-1,,,,,,,,,-1,,
16310,2019,130,25-29,Male,-1,,,,,,,,,-1,"1,000-1,999",
16311,2019,5495,25-29,Female,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"5,000-7,499",$0 (USD)
16312,2019,533,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"125,000-149,999","$10,000-$99,999"
16313,2019,385,45-49,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,,
16314,2019,102,40-44,Male,-1,,,,,,,,,-1,,
16315,2019,44,25-29,Male,-1,,,,,,,,,-1,,
16316,2019,276,22-24,Male,-1,,,,,,,,,-1,,
16317,2019,397,40-44,Female,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"20,000-24,999","> $100,000 ($USD)"
16318,2019,427,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"10,000-14,999",$1-$99
16319,2019,37419,18-21,Female,-1,,,,,,,,,-1,,
16320,2019,342,22-24,Male,-1,,,,,,,,,-1,,
16321,2019,241,50-54,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"10,000-14,999","$10,000-$99,999"
16322,2019,442,30-34,Male,-1,,,,,,,,,-1,"50,000-59,999","$1000-$9,999"
16323,2019,315,22-24,Male,-1,,,,,,,,,-1,,
16324,2019,188,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,,
16325,2019,67,30-34,Male,-1,,,,,,,,,-1,,
16326,2019,316,30-34,Prefer not to say,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,,
16327,2019,223,18-21,Male,-1,,,,,,,,,-1,,
16328,2019,236,22-24,Male,-1,,,,,,,,,-1,"4,000-4,999",
16329,2019,1541,25-29,Female,-1,,,,,,,,,-1,,
16330,2019,520430,22-24,Male,-1,,,,,,,,,-1,,
16331,2019,2830,30-34,Male,-1,,,,,,,,,-1,,
16332,2019,22902,22-24,Male,-1,,,,,,,,,-1,,
16333,2019,183,18-21,Male,-1,,,,,,,,,-1,,
16334,2019,170,18-21,Male,-1,,,,,,,,,-1,,
16335,2019,16041,30-34,Male,-1,,,,,,,,,-1,,
16336,2019,310,22-24,Male,-1,,,,,,,,,-1,"60,000-69,999",$1-$99
16337,2019,466,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,,,,Do research that advances the state of the art of machine learning,,,-1,$0-999,
16338,2019,384,22-24,Male,-1,,,,,,,,,-1,,
16339,2019,180,18-21,Female,-1,,,,,,,,,-1,,
16340,2019,148,25-29,Male,-1,,,,,,,,,-1,,
16341,2019,101,18-21,Female,-1,,,,,,,,,-1,,
16342,2019,606,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"100,000-124,999",$100-$999
16343,2019,376,18-21,Male,-1,,,,,,,,,-1,,
16344,2019,742,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"50,000-59,999","$1000-$9,999"
16345,2019,145,22-24,Female,-1,,,,,,,,,-1,,
16346,2019,1366,35-39,Male,-1,,,,,,,,,-1,"20,000-24,999","$1000-$9,999"
16347,2019,135,25-29,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"300,000-500,000","> $100,000 ($USD)"
16348,2019,1631,18-21,Male,-1,,,,,,,,,-1,,
16349,2019,810,22-24,Male,-1,,,,,,,,,-1,,
16350,2019,183,25-29,Male,-1,,,,,,,,,-1,,
16351,2019,2314,25-29,Female,-1,Analyze and understand data to influence product or business decisions,,,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,$0-999,$1-$99
16352,2019,122,22-24,Male,-1,,,,,,,,,-1,,
16353,2019,513518,30-34,Male,-1,,,,,,,,,-1,,
16354,2019,138,25-29,Male,-1,,,,,,,,,-1,,
16355,2019,157,30-34,Male,-1,,,,,,,,,-1,"15,000-19,999",$0 (USD)
16356,2019,2625,22-24,Male,-1,,,,,,,,,-1,,
16357,2019,1605,25-29,Male,-1,,,,,,,,,-1,,
16358,2019,353,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"10,000-14,999","$10,000-$99,999"
16359,2019,223,30-34,Male,-1,,,,,,,,,-1,,
16360,2019,360,25-29,Female,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,$0-999,$0 (USD)
16361,2019,967,25-29,Male,-1,,,,,,,,,-1,"50,000-59,999",$100-$999
16362,2019,62,25-29,Male,-1,,,,,,,,,-1,,
16363,2019,104,22-24,Male,-1,,,,,,,,,-1,,
16364,2019,462,22-24,Prefer not to say,-1,,,,,,,,,-1,,
16365,2019,270,25-29,Male,-1,,,,,,,,,-1,,
16366,2019,135,18-21,Male,-1,,,,,,,,,-1,,
16367,2019,88,18-21,Male,-1,,,,,,,,,-1,,
16368,2019,168,50-54,Female,-1,,,,,,,None of these activities are an important part of my role at work,,-1,$0-999,$0 (USD)
16369,2019,12532,55-59,Male,-1,,,,,,,,,-1,,
16370,2019,126,18-21,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,,
16371,2019,710,22-24,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,$0-999,$1-$99
16372,2019,526590,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,$0-999,"$1000-$9,999"
16373,2019,252,25-29,Male,-1,,,,,,,,,-1,"1,000-1,999",$0 (USD)
16374,2019,123,22-24,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"50,000-59,999",
16375,2019,4426,25-29,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
16376,2019,34043,22-24,Female,-1,,,,,,,,,-1,,
16377,2019,168,35-39,Male,-1,,,,,,,,,-1,,
16378,2019,250,40-44,Male,-1,,,,,,,,,-1,,
16379,2019,83,18-21,Male,-1,,,,,,,,,-1,,
16380,2019,337,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,$0-999,$0 (USD)
16381,2019,70,30-34,Male,-1,,,,,,,,,-1,,
16382,2019,4688,25-29,Male,-1,,,,,,,,,-1,,
16383,2019,380,25-29,Male,-1,,,,,,,,,-1,,
16384,2019,1966,18-21,Male,-1,,,,,,,,,-1,,
16385,2019,292,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"15,000-19,999",$100-$999
16386,2019,46,22-24,Male,-1,,,,,,,,,-1,,
16387,2019,146,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"> $500,000","> $100,000 ($USD)"
16388,2019,154,25-29,Female,-1,,,,,,,,,-1,,
16389,2019,912,18-21,Male,-1,,,,,,,,,-1,,
16390,2019,407,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"15,000-19,999","$1000-$9,999"
16391,2019,392,35-39,Female,-1,,,,,,,,,-1,"15,000-19,999",$100-$999
16392,2019,1539,22-24,Male,-1,,,,,,,,,-1,,
16393,2019,124,25-29,Male,-1,,,,,,,,,-1,,
16394,2019,230,25-29,Male,-1,,,,,,,,,-1,,
16395,2019,681,18-21,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,$0-999,$1-$99
16396,2019,9983,30-34,Male,-1,,,,,,,,,-1,,
16397,2019,485,30-34,Male,-1,,,,,,,,,-1,,
16398,2019,208,40-44,Male,-1,,,,,,,,,-1,,
16399,2019,283,35-39,Male,-1,,,,,,,,,-1,,
16400,2019,89,30-34,Male,-1,,,,,,,,,-1,,
16401,2019,133,30-34,Prefer not to say,-1,,,,,,,,,-1,,
16402,2019,111,22-24,Male,-1,,,,,,,,,-1,,
16403,2019,518888,25-29,Male,-1,,,,,,,,,-1,"7,500-9,999",$0 (USD)
16404,2019,513,25-29,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"15,000-19,999","$10,000-$99,999"
16405,2019,515929,35-39,Female,-1,,,,,,,,,-1,,
16406,2019,126,25-29,Male,-1,,,,,,,,,-1,,
16407,2019,562243,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"3,000-3,999","$1000-$9,999"
16408,2019,460,18-21,Male,-1,,,,,,,,,-1,,
16409,2019,86,35-39,Male,-1,,,,,,,,,-1,,
16410,2019,113,22-24,Female,-1,,,,,,,,,-1,,
16411,2019,53066,30-34,Male,-1,,,,,,,,,-1,,
16412,2019,34526,50-54,Male,-1,,,,,,,,,-1,,
16413,2019,62,25-29,Male,-1,,,,,,,,,-1,,
16414,2019,36,18-21,Male,-1,,,,,,,,,-1,,
16415,2019,598,25-29,Female,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,$0-999,$1-$99
16416,2019,69,22-24,Female,-1,,,,,,,,,-1,,
16417,2019,452,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"5,000-7,499",$100-$999
16418,2019,1655,22-24,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,$0-999,$1-$99
16419,2019,99,25-29,Male,-1,,,,,,,,,-1,,
16420,2019,358,18-21,Male,-1,,,,,,,,,-1,,
16421,2019,526,22-24,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"4,000-4,999","> $100,000 ($USD)"
16422,2019,162,18-21,Male,-1,,,,,,,,,-1,,
16423,2019,395,45-49,Male,-1,,,,,,,,,-1,"1,000-1,999",$0 (USD)
16424,2019,361,35-39,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"2,000-2,999","$10,000-$99,999"
16425,2019,87,25-29,Male,-1,,,,,,,,,-1,,
16426,2019,232,22-24,Male,-1,,,,,,,,,-1,,
16427,2019,109,35-39,Female,-1,,,,,,,,,-1,,
16428,2019,176,22-24,Male,-1,,,,,,,,,-1,,
16429,2019,184,25-29,Male,-1,,,,,,,,,-1,$0-999,$1-$99
16430,2019,216,25-29,Prefer not to say,-1,,,,,,,,,-1,,
16431,2019,917,25-29,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"2,000-2,999","$1000-$9,999"
16432,2019,76224,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"150,000-199,999",$0 (USD)
16433,2019,93,25-29,Male,-1,,,,,,,,,-1,,
16434,2019,427,18-21,Male,-1,,,,,,,,,-1,,
16435,2019,795,22-24,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"1,000-1,999",$100-$999
16436,2019,3902,40-44,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"100,000-124,999","> $100,000 ($USD)"
16437,2019,92,40-44,Prefer to self-describe,36,,,,,,,,,-1,,
16438,2019,164,70+,Male,-1,,,,,,,,,-1,,
16439,2019,414,18-21,Female,-1,,,,,,,,,-1,,
16440,2019,121,40-44,Female,-1,,,,,,,,,-1,"80,000-89,999",$0 (USD)
16441,2019,2932,40-44,Female,-1,,,,,,,,,-1,,
16442,2019,1154,22-24,Male,-1,,,,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"10,000-14,999",$100-$999
16443,2019,12389,35-39,Male,-1,,,,Build and/or run a machine learning service that operationally improves my product or workflows,,Do research that advances the state of the art of machine learning,,,-1,"2,000-2,999",$1-$99
16444,2019,590,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"10,000-14,999",
16445,2019,214,18-21,Male,-1,,,,,,,,,-1,,
16446,2019,418,40-44,Female,-1,,,,,,,,,-1,,
16447,2019,73,18-21,Male,-1,,,,,,,,,-1,,
16448,2019,47,45-49,Male,-1,,,,,,,,,-1,,
16449,2019,136,22-24,Male,-1,,,,,,,,,-1,,
16450,2019,90,22-24,Male,-1,,,,,,,,,-1,,
16451,2019,434,45-49,Female,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"60,000-69,999","$1000-$9,999"
16452,2019,571,22-24,Male,-1,,,,,,,,,-1,,
16453,2019,175,40-44,Male,-1,,,,,,,,,-1,,
16454,2019,1577,22-24,Male,-1,,,,,,,,,-1,,
16455,2019,397,22-24,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
16456,2019,272,25-29,Male,-1,,,,,,,,,-1,,
16457,2019,314,18-21,Male,-1,,,,,,,,,-1,,
16458,2019,62,18-21,Male,-1,,,,,,,,,-1,,
16459,2019,109,18-21,Female,-1,,,,,,,,,-1,,
16460,2019,323,22-24,Female,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"10,000-14,999",$0 (USD)
16461,2019,929,18-21,Male,-1,,,,,,,,,-1,,
16462,2019,1024,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"10,000-14,999","$10,000-$99,999"
16463,2019,415,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"90,000-99,999","$10,000-$99,999"
16464,2019,169,40-44,Female,-1,,,,,,,,,-1,,
16465,2019,526555,22-24,Male,-1,,,,,,,,,-1,,
16466,2019,45,30-34,Male,-1,,,,,,,,,-1,,
16467,2019,532969,40-44,Female,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"15,000-19,999","$1000-$9,999"
16468,2019,33898,35-39,Male,-1,,,,,,,,,-1,,
16469,2019,659,30-34,Male,-1,,,,,,Do research that advances the state of the art of machine learning,,,-1,$0-999,$1-$99
16470,2019,269,22-24,Male,-1,,,,,,,,,-1,,
16471,2019,130,18-21,Male,-1,,,,,,,,,-1,,
16472,2019,225,25-29,Male,-1,,,,,,,,,-1,,
16473,2019,16266,25-29,Female,-1,,,,,,,,,-1,,
16474,2019,247,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,,,Experimentation and iteration to improve existing ML models,,,,-1,"125,000-149,999","> $100,000 ($USD)"
16475,2019,126,35-39,Male,-1,,,,,,,,,-1,,
16476,2019,171,35-39,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"30,000-39,999",$100-$999
16477,2019,2013,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,Do research that advances the state of the art of machine learning,,,-1,"20,000-24,999",$100-$999
16478,2019,103,55-59,Male,-1,,,,,,,,,-1,,
16479,2019,159,25-29,Male,-1,,,,,,,,,-1,,
16480,2019,590,50-54,Male,-1,,,,,,,,,-1,"50,000-59,999",$0 (USD)
16481,2019,229,35-39,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
16482,2019,338,22-24,Male,-1,,,,,,,,,-1,,
16483,2019,2813,22-24,Male,-1,,,,,,,,,-1,$0-999,$1-$99
16484,2019,74,22-24,Male,-1,,,,,,,,,-1,,
16485,2019,505872,50-54,Male,-1,,,,,,,,,-1,"1,000-1,999",$0 (USD)
16486,2019,100,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,,
16487,2019,321,22-24,Female,-1,,,,,,,,,-1,,
16488,2019,1081,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,$0-999,$1-$99
16489,2019,478609,40-44,Male,-1,,,,,,,,,-1,,
16490,2019,104,50-54,Male,-1,,,,,,,,,-1,,
16491,2019,166,55-59,Male,-1,,,,,,,,,-1,"60,000-69,999",$0 (USD)
16492,2019,329,30-34,Female,-1,,,,,,,,,-1,"1,000-1,999",$1-$99
16493,2019,287,22-24,Male,-1,,,,,,,,,-1,,
16494,2019,359,22-24,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
16495,2019,253,35-39,Female,-1,,,,,,,,,-1,,
16496,2019,153,50-54,Male,-1,,,,,,,,,-1,,
16497,2019,17621,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,,
16498,2019,810,30-34,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"2,000-2,999",$1-$99
16499,2019,641,25-29,Female,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"3,000-3,999",$100-$999
16500,2019,392,18-21,Female,-1,,,,,,,,,-1,,
16501,2019,303,30-34,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"7,500-9,999","$10,000-$99,999"
16502,2019,450,30-34,Male,-1,,,,,,,,,-1,,
16503,2019,71,35-39,Male,-1,,,,,,,,,-1,,
16504,2019,153,35-39,Male,-1,,,,,,,,,-1,,
16505,2019,416,22-24,Male,-1,,,,,,,,,-1,,
16506,2019,363,30-34,Female,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"30,000-39,999",
16507,2019,685,30-34,Female,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"4,000-4,999","$10,000-$99,999"
16508,2019,373,40-44,Female,-1,,,,,,,,,-1,,
16509,2019,634,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"30,000-39,999",$100-$999
16510,2019,218,35-39,Male,-1,,,,,,,,,-1,,
16511,2019,320,45-49,Female,-1,,,,,,,,,-1,"2,000-2,999",
16512,2019,90,18-21,Male,-1,,,,,,,,,-1,,
16513,2019,263,22-24,Male,-1,,,,,,,,,-1,,
16514,2019,150,22-24,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"2,000-2,999","$1000-$9,999"
16515,2019,540481,30-34,Male,-1,,,,,,,,,-1,,
16516,2019,287,22-24,Male,-1,,,,,,,,,-1,,
16517,2019,112,35-39,Male,-1,,,,,,,,,-1,,
16518,2019,216,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"10,000-14,999",$0 (USD)
16519,2019,767,35-39,Female,-1,,,,,,,,Other,125,"40,000-49,999","$1000-$9,999"
16520,2019,746,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"30,000-39,999","$10,000-$99,999"
16521,2019,163,35-39,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"70,000-79,999","$10,000-$99,999"
16522,2019,130,18-21,Male,-1,,,,,,,,,-1,,
16523,2019,32380,35-39,Female,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"10,000-14,999",$0 (USD)
16524,2019,72,30-34,Male,-1,,,,,,,,,-1,,
16525,2019,65,35-39,Male,-1,,,,,,,,,-1,,
16526,2019,125,30-34,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,Do research that advances the state of the art of machine learning,,,-1,"250,000-299,999",
16527,2019,130,45-49,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,,
16528,2019,478,45-49,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"40,000-49,999","$1000-$9,999"
16529,2019,483580,22-24,Male,-1,,,,,,,,,-1,,
16530,2019,1110,35-39,Male,-1,,,,,,,,,-1,"5,000-7,499","$10,000-$99,999"
16531,2019,88,30-34,Male,-1,,,,,,,,,-1,,
16532,2019,101,60-69,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,,
16533,2019,169,22-24,Female,-1,,,,,,Do research that advances the state of the art of machine learning,,,-1,"1,000-1,999",$100-$999
16534,2019,279,18-21,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"10,000-14,999",$0 (USD)
16535,2019,387,18-21,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"50,000-59,999","$1000-$9,999"
16536,2019,44,30-34,Male,-1,,,,,,,,,-1,,
16537,2019,821,35-39,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"50,000-59,999","$1000-$9,999"
16538,2019,760,30-34,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"15,000-19,999","$10,000-$99,999"
16539,2019,4331,35-39,Prefer not to say,-1,,,,,,,,,-1,,
16540,2019,130,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"2,000-2,999",$100-$999
16541,2019,49,18-21,Male,-1,,,,,,,,,-1,,
16542,2019,294,18-21,Male,-1,,,,,,,,,-1,,
16543,2019,33583,25-29,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
16544,2019,120,18-21,Male,-1,,,,,,,,,-1,,
16545,2019,322,18-21,Male,-1,,,,,,,,,-1,,
16546,2019,429,45-49,Male,-1,,,,,,,,,-1,$0-999,$1-$99
16547,2019,879,30-34,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"30,000-39,999","$1000-$9,999"
16548,2019,52,18-21,Male,-1,,,,,,,,,-1,,
16549,2019,15179,50-54,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"20,000-24,999",$0 (USD)
16550,2019,222,25-29,Female,-1,,,,,,,,,-1,,
16551,2019,150,18-21,Male,-1,,,,,,,,,-1,,
16552,2019,5037,30-34,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"25,000-29,999","> $100,000 ($USD)"
16553,2019,74,22-24,Female,-1,,,,,,,,,-1,,
16554,2019,510,22-24,Female,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,$0-999,$0 (USD)
